incident_id,alignment,fitness,missing,repetition,mismatch,totMissing,totRepetition,totMismatch,costMissing,costRepetition,costMismatch,costTotal,severity
INC0000093,[M]N;[M]A;[S]R;[S]C;,0.6666666666666667,"{'N': 1, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",2,0,0,1,0.0,0.0,0.33,low
INC0000094,[M]N;[S]A;[L]W;[L]W;[S]R;[S]C;,0.6666666666666667,"{'N': 1, 'A': 0, 'W': 0, 'R': 0, 'C': 0}","{'N': 0, 'A': 0, 'W': 2, 'R': 0, 'C': 0}","{'N': 0, 'A': 0, 'W': 0, 'R': 0, 'C': 0}",1,2,0,0.25,0.08000000000000002,0.0,0.10970000000000002,low
INC0000098,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,0.6,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 3, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,3,1,0.25,0.125,0.05833333333333333,0.14425,low
INC0000099,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000100,[M]N;[S]A;[L]A;[S]R;[S]C;,0.75,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000101,[L]N;[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,0.7272727272727273,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 2, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,3,0,0.0,0.10714285714285714,0.0,0.03642857142857143,low
INC0000102,[S]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]W;[L]W;[L]W;[L]R;[L]A;[S]R;[S]C;,0.34782608695652173,"{'N': 0, 'W': 0, 'A': 0, 'R': 0, 'C': 0}","{'N': 1, 'W': 7, 'A': 6, 'R': 1, 'C': 0}","{'N': 0, 'W': 0, 'A': 0, 'R': 1, 'C': 0}",0,15,1,0.0,0.1763157894736842,0.005263157894736842,0.061684210526315786,low
INC0000103,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000104,[L]N;[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,0.7272727272727273,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 2, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,3,0,0.0,0.10714285714285714,0.0,0.03642857142857143,low
INC0000105,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,0.5,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 5, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,5,1,0.25,0.15625,0.04375,0.1500625,low
INC0000110,[M]N;[S]A;[L]A;[S]R;[S]C;,0.75,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000111,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000112,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,0.6,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 3, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,3,1,0.25,0.125,0.05833333333333333,0.14425,low
INC0000113,[S]N;[S]A;[L]A;[S]R;[S]C;,0.8888888888888888,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,1,0,0.0,0.05,0.0,0.017,low
INC0000114,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,0.46153846153846156,"{'N': 0, 'A': 1, 'W': 0, 'R': 0, 'C': 0}","{'N': 3, 'A': 0, 'W': 3, 'R': 0, 'C': 0}","{'N': 0, 'A': 1, 'W': 0, 'R': 0, 'C': 0}",1,6,1,0.25,0.15,0.03888888888888888,0.14633333333333334,low
INC0000115,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,0.6,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 3, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,3,1,0.25,0.125,0.05833333333333333,0.14425,low
INC0000116,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000119,[S]N;[S]A;[S]R;[S]C;,1.0,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,0,0,0.0,0.0,0.0,0.0,none
INC0000121,[M]N;[S]A;[S]R;[S]C;,0.8571428571428572,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,0,0,0.25,0.0,0.0,0.0825,low
INC0000122,[L]N;[L]N;[S]N;[M]A;[S]R;[S]C;,0.6666666666666667,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 2, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,2,0,0.25,0.1,0.0,0.1165,low
INC0000123,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000124,[M]N;[S]A;[L]A;[S]R;[S]C;,0.75,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000125,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,0.7272727272727273,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 2, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,3,0,0.0,0.10714285714285714,0.0,0.03642857142857143,low
INC0000126,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000128,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,0.7272727272727273,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 2, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,3,0,0.0,0.10714285714285714,0.0,0.03642857142857143,low
INC0000129,[S]N;[L]W;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,0.3529411764705882,"{'N': 0, 'W': 0, 'A': 1, 'R': 0, 'C': 0}","{'N': 0, 'W': 10, 'A': 0, 'R': 0, 'C': 0}","{'N': 0, 'W': 0, 'A': 0, 'R': 0, 'C': 0}",1,10,0,0.25,0.15384615384615385,0.0,0.13480769230769232,low
INC0000130,[S]N;[L]N;[S]A;[L]A;[S]R;[S]C;,0.8,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,2,0,0.0,0.08333333333333333,0.0,0.028333333333333335,low
INC0000131,[M]N;[S]A;[L]W;[S]R;[S]C;,0.75,"{'N': 1, 'A': 0, 'W': 0, 'R': 0, 'C': 0}","{'N': 0, 'A': 0, 'W': 1, 'R': 0, 'C': 0}","{'N': 0, 'A': 0, 'W': 0, 'R': 0, 'C': 0}",1,1,0,0.25,0.05,0.0,0.0995,low
INC0000132,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,0.8,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 2, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,2,0,0.0,0.08333333333333333,0.0,0.028333333333333335,low
INC0000134,[S]N;[L]N;[S]A;[S]R;[S]C;,0.8888888888888888,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,1,0,0.0,0.05,0.0,0.017,low
INC0000135,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[L]R;[S]C;,0.5,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 4, 'R': 1, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,5,0,0.25,0.15,0.0,0.1335,low
INC0000137,[S]N;[M]A;[S]R;[L]N;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 1, 'C': 0, 'W': 0}",1,1,2,0.25,0.0625,0.11249999999999999,0.140875,low
INC0000139,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,0.6,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 3, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,3,1,0.25,0.125,0.05833333333333333,0.14425,low
INC0000140,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,0.5454545454545454,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 4, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,4,0,0.25,0.14285714285714285,0.0,0.13107142857142856,low
INC0000141,[M]N;[S]A;[L]A;[S]R;[S]C;,0.75,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000146,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000147,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,0.5454545454545454,"{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 4, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,4,0,0.25,0.14285714285714285,0.0,0.13107142857142856,low
INC0000148,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000149,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000152,[S]N;[L]W;[M]A;[L]W;[S]R;[S]C;,0.6666666666666667,"{'N': 0, 'W': 0, 'A': 1, 'R': 0, 'C': 0}","{'N': 0, 'W': 2, 'A': 0, 'R': 0, 'C': 0}","{'N': 0, 'W': 0, 'A': 0, 'R': 0, 'C': 0}",1,2,0,0.25,0.08000000000000002,0.0,0.10970000000000002,low
INC0000153,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000155,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000156,[S]N;[L]N;[M]A;[S]R;[S]C;,0.75,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 1, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,1,0,0.25,0.0625,0.0,0.10375000000000001,low
INC0000158,[S]N;[M]A;[S]R;[S]C;,0.8571428571428572,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",1,0,0,0.25,0.0,0.0,0.0825,low
INC0000159,[S]N;[L]N;[M]A;[L]N;[L]R;[S]R;[S]C;,0.6,"{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 2, 'A': 0, 'R': 1, 'C': 0, 'W': 0}","{'N': 0, 'A': 1, 'R': 0, 'C': 0, 'W': 0}",1,3,1,0.25,0.11666666666666667,0.05833333333333333,0.14141666666666666,low
INC0000160,[M]N;[M]A;[S]R;[S]C;,0.6666666666666667,"{'N': 1, 'A': 1, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",2,0,0,1,0.0,0.0,0.33,low
INC0000161,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[S]R;[S]C;,0.4,"{'N': 0, 'A': 1, 'W': 0, 'R': 0, 'C': 0}","{'N': 6, 'A': 0, 'W': 2, 'R': 0, 'C': 0}","{'N': 0, 'A': 1, 'W': 0, 'R': 0, 'C': 0}",1,8,1,0.25,0.17272727272727273,0.031818181818181815,0.15172727272727274,low
INC0000164,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,0.7272727272727273,"{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 3, 'R': 0, 'C': 0, 'W': 0}","{'N': 0, 'A': 0, 'R': 0, 'C': 0, 'W': 0}",0,3,0,0.0,0.10714285714285714,0.0,0.03642857142857143,low
